catalogNo,Island,genetic_ID,Sex,Prep,total_length,tail_length,hindfoot,ear_from_notch,immature,pregnant,MamCollector,MamPreparator,LocPreciseLocation,,MamDateCollDate,Month,Day,Year
6877,SNI,NA,M,SS,177,82,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/22/1940,4,22,1940
6878,SNI,NA,F,SS,176,80,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/22/1940,4,22,1940
6879,SNI,NA,F,SS,182,86,21,18,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/22/1940,4,22,1940
6880,SNI,NA,M,SS,180,84,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/23/1940,4,23,1940
6881,SNI,NA,F,SS,189,92,21,18,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/23/1940,4,23,1940
6882,SNI,NA,F,SS,178,81,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/23/1940,4,23,1940
6883,SNI,NA,F,SS,188,92,21,18,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/23/1940,4,23,1940
6884,SNI,NA,F,SS,177,80,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/23/1940,4,23,1940
6885,SNI,NA,M,SS,178,83,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/24/1940,4,24,1940
6886,SNI,NA,M,SS,185,89,21,18,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/24/1940,4,24,1940
6887,SNI,NA,M,SS,182,85,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/24/1940,4,24,1940
6888,SNI,manic,F,SS,188,91,22,18,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/24/1940,4,24,1940
6889,SNI,manic,F,SS,175,78,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/24/1940,4,24,1940
6890,SNI,manic,F,SS,182,87,21,18,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/24/1940,4,24,1940
6891,SNI,manic,M,SS,186,91,21,18,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/25/1940,4,25,1940
6892,SNI,manic,M,SS,176,80,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/25/1940,4,25,1940
6893,SNI,manic,M,SS,182,87,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/25/1940,4,25,1940
6894,SNI,manic,M,SS,181,84,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/25/1940,4,25,1940
6895,SNI,manic,M,SS,179,83,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/25/1940,4,25,1940
6896,SNI,NA,M,SS,180,85,21,18,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/25/1940,4,25,1940
6897,SNI,NA,M,SS,174,77,21,16,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/25/1940,4,25,1940
6898,SNI,NA,F,SS,184,91,21,18,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/25/1940,4,25,1940
6899,SNI,NA,M,SS,175,78,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/26/1940,4,26,1940
6900,SNI,NA,M,SS,162,68,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/26/1940,4,26,1940
6901,SNI,NA,M,SS,174,77,21,16,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/26/1940,4,26,1940
6902,SNI,NA,M,SS,165,72,20,16,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/26/1940,4,26,1940
6903,SNI,manic,F,SS,186,90,21,18,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/26/1940,4,26,1940
6904,SNI,manic,F,SS,181,84,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/26/1940,4,26,1940
6905,SNI,NA,F,SS,178,81,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/26/1940,4,26,1940
6906,SNI,NA,M,SS,178,83,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/27/1940,4,27,1940
6907,SNI,NA,F,SS,184,90,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/27/1940,4,27,1940
7160,SBI,NA,F,SS,179,80,21,18,,,"Kanakoff, G P","von Bloeker, J C",Santa Barbara Id,,7/1/1940,7,1,1940
7161,SBI,NA,F,SS,170,74,21,18,,,"Kanakoff, G P","von Bloeker, J C",Santa Barbara Id,,7/1/1940,7,1,1940
7162,SBI,NA,M,SS,178,80,21,18,,,"Kanakoff, G P","von Bloeker, J C",Santa Barbara Id,,7/1/1940,7,1,1940
7163,SBI,NA,M,SS,168,75,21,18,,,"Kanakoff, G P","von Bloeker, J C",Santa Barbara Id,,7/1/1940,7,1,1940
7164,SBI,NA,M,SS,160,73,20,16,TRUE,,"Kanakoff, G P","von Bloeker, J C",Santa Barbara Id,,7/1/1940,7,1,1940
7336,AI-W,manic,F,SK,176,83,20,15,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; W Anacapa Id,,8/19/1940,8,19,1940
7341,AI-M,NA,M,SS,178,83,21,16,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; Mid Anacapa Id,,8/21/1940,8,21,1940
7342,AI-M,NA,M,SS,174,82,21,16,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; Mid Anacapa Id,,8/21/1940,8,21,1940
7343,AI-M,NA,M,SS,170,77,21,15,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; Mid Anacapa Id,,8/21/1940,8,21,1940
7344,AI-M,NA,M,SS,181,83,21,16,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; Mid Anacapa Id,,8/21/1940,8,21,1940
7345,AI-M,NA,M,SS,168,75,20,15,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; Mid Anacapa Id,,8/21/1940,8,21,1940
7350,AI-M,NA,M,SS,180,82,22,16,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; Mid Anacapa Id,,8/21/1940,8,21,1940
7351,AI-M,NA,M,SS,181,83,22,16,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; Mid Anacapa Id,,8/21/1940,8,21,1940
7352,AI-M,NA,F,SK,178,82,21,16,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; Mid Anacapa Id,,8/21/1940,8,21,1940
7353,AI-M,NA,F,SK,177,80,21,16,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; Mid Anacapa Id,,8/21/1940,8,21,1940
7354,AI-M,NA,F,SS,174,77,21,16,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; Mid Anacapa Id,,8/21/1940,8,21,1940
7355,AI-M,NA,M,SK,180,85,22,16,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; Mid Anacapa Id,,8/22/1940,8,22,1940
7356,AI-M,NA,M,SK,177,80,21,16,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; Mid Anacapa Id,,8/22/1940,8,22,1940
7357,AI-M,NA,M,SK,178,82,21,16,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; Mid Anacapa Id,,8/22/1940,8,22,1940
7358,AI-M,NA,M,SK,170,78,21,16,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; Mid Anacapa Id,,8/22/1940,8,22,1940
7359,AI-M,NA,M,SK,171,78,21,16,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; Mid Anacapa Id,,8/22/1940,8,22,1940
7360,AI-M,NA,F,,138,67,20,14,TRUE,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; Mid Anacapa Id,,8/22/1940,8,22,1940
7361,AI-M,NA,F,SK,150,72,20,15,TRUE,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; Mid Anacapa Id,,8/22/1940,8,22,1940
7362,AI-M,NA,F,SK,180,84,22,16,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; Mid Anacapa Id,,8/22/1940,8,22,1940
7368,AI-E,NA,M,SS,186,90,22,17,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; E Anacapa Id,,8/23/1940,8,23,1940
7369,AI-E,NA,M,SS,188,94,22,17,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; E Anacapa Id,,8/23/1940,8,23,1940
7370,AI-E,NA,M,SS,194,96,22,17,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; E Anacapa Id,,8/23/1940,8,23,1940
7371,AI-E,NA,M,SS,183,85,22,17,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; E Anacapa Id,,8/23/1940,8,23,1940
7372,AI-E,NA,M,SS,186,88,22,17,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; E Anacapa Id,,8/23/1940,8,23,1940
7373,AI-E,NA,M,SS,178,82,22,16,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; E Anacapa Id,,8/23/1940,8,23,1940
7374,AI-E,NA,M,SS,177,82,22,17,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; E Anacapa Id,,8/23/1940,8,23,1940
7375,AI-E,NA,M,SS,182,84,22,17,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; E Anacapa Id,,8/23/1940,8,23,1940
7376,AI-E,NA,M,SS,186,88,22,17,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; E Anacapa Id,,8/23/1940,8,23,1940
7377,AI-E,NA,M,SS,190,92,22,17,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; E Anacapa Id,,8/23/1940,8,23,1940
7378,AI-E,NA,M,SS,183,86,22,17,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; E Anacapa Id,,8/23/1940,8,23,1940
7379,AI-E,manic,M,SS,186,89,22,17,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; E Anacapa Id,,8/23/1940,8,23,1940
7380,AI-E,manic,M,SS,182,84,22,17,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; E Anacapa Id,,8/23/1940,8,23,1940
7381,AI-E,manic,F,SS,177,82,22,17,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; E Anacapa Id,,8/23/1940,8,23,1940
7382,AI-E,manic,F,SS,182,84,22,17,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; E Anacapa Id,,8/23/1940,8,23,1940
7383,AI-E,NA,F,SS,182,86,22,17,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; E Anacapa Id,,8/23/1940,8,23,1940
7384,AI-E,NA,F,SS,180,84,22,17,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; E Anacapa Id,,8/23/1940,8,23,1940
7385,AI-E,NA,F,SS,182,85,22,17,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; E Anacapa Id,,8/23/1940,8,23,1940
7386,AI-E,NA,F,SS,186,89,22,17,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; E Anacapa Id,,8/23/1940,8,23,1940
7387,AI-E,NA,F,SS,178,82,22,17,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; E Anacapa Id,,8/23/1940,8,23,1940
7388,AI-E,NA,F,SS,176,80,22,17,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; E Anacapa Id,,8/23/1940,8,23,1940
7389,AI-E,NA,F,SS,184,88,22,17,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; E Anacapa Id,,8/23/1940,8,23,1940
7390,AI-E,NA,F,SS,179,83,22,17,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; E Anacapa Id,,8/23/1940,8,23,1940
7391,AI-E,NA,F,SS,190,92,22,17,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; E Anacapa Id,,8/23/1940,8,23,1940
7392,AI-E,NA,M,SS,158,73,20,15,TRUE,,"Kanakoff, G","Kanakoff, G",Anacapa Id; E Anacapa Id,,8/27/1940,8,27,1940
7393,AI-M,NA,M,SS,198,95,23,19,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; Mid Anacapa Id,,8/21/1940,8,21,1940
7394,AI-M,manic,M,SS,193,95,23,19,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; Mid Anacapa Id,,8/21/1940,8,21,1940
7395,AI-M,manic,M,SS,192,90,23,18,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; Mid Anacapa Id,,8/21/1940,8,21,1940
7396,AI-M,manic,F,SS,200,97,23,20,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; Mid Anacapa Id,,8/21/1940,8,21,1940
7397,AI-M,manic,F,SS,194,92,22.5,20,,TRUE,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; Mid Anacapa Id,,8/21/1940,8,21,1940
7398,AI-M,NA,M,SS,195,94,23,20,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; Mid Anacapa Id,,8/21/1940,8,21,1940
7399,AI-M,NA,F,SS,198,94,23,20,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; Mid Anacapa Id,,8/21/1940,8,21,1940
7401,AI-M,NA,F,SS,190,92,22.5,19,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; Mid Anacapa Id,,8/21/1940,8,21,1940
7402,AI-M,NA,F,SS,182,85,22,19,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; Mid Anacapa Id,,8/21/1940,8,21,1940
7403,AI-M,NA,M,SS,174,84,22,18,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; Mid Anacapa Id,,8/21/1940,8,21,1940
7404,AI-M,NA,F,SS,168,86,22,18,TRUE,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; Mid Anacapa Id,,8/21/1940,8,21,1940
7405,AI-M,NA,M,SS,173,87,22.5,18,TRUE,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; Mid Anacapa Id,,8/21/1940,8,21,1940
7406,AI-M,NA,M,SS,165,82,21.5,18,TRUE,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; Mid Anacapa Id,,8/21/1940,8,21,1940
7407,AI-M,NA,M,SS,147,57,23,19,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; Mid Anacapa Id,,8/21/1940,8,21,1940
7408,AI-M,NA,M,SS,182,86,22,18,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; Mid Anacapa Id,,8/21/1940,8,21,1940
7614,SNI,NA,F,SS,162,76,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id; Dutch Harbor,,12/3/1940,12,3,1940
7615,SNI,NA,F,SO,152,69,21,16,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id; Dutch Harbor,,12/3/1940,12,3,1940
7616,SNI,NA,F,SS,153,70,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id; Dutch Harbor,,12/3/1940,12,3,1940
7617,SNI,NA,M,SS,166,79,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id; Dutch Harbor,,12/3/1940,12,3,1940
7618,SNI,NA,M,SS,167,80,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id; Dutch Harbor,,12/3/1940,12,3,1940
7619,SNI,NA,M,SS,170,82,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id; Dutch Harbor,,12/3/1940,12,3,1940
7620,SNI,NA,M,SS,164,78,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id; Dutch Harbor,,12/3/1940,12,3,1940
7621,SNI,NA,M,SS,168,81,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id; Dutch Harbor,,12/3/1940,12,3,1940
7622,SNI,NA,M,SS,165,77,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id; Dutch Harbor,,12/3/1940,12,3,1940
7623,SNI,NA,M,SS,161,75,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id; Dutch Harbor,,12/3/1940,12,3,1940
7624,SNI,NA,M,SS,158,73,21,16,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id; Dutch Harbor,,12/3/1940,12,3,1940
7625,SNI,NA,M,SS,168,79,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id; Dutch Harbor,,12/5/1940,12,5,1940
7626,SNI,NA,M,SS,173,81,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id; Dutch Harbor,,12/5/1940,12,5,1940
7627,SNI,NA,M,SS,167,77,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id; Dutch Harbor,,12/5/1940,12,5,1940
7628,SNI,NA,M,SS,165,75,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id; Dutch Harbor,,12/5/1940,12,5,1940
7629,SNI,NA,F,SS,169,80,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id; Dutch Harbor,,12/5/1940,12,5,1940
7763,SRI,NA,M,SS,159,60,21,16,,,"von Bloeker, J C","von Bloeker, J C",Santa Rosa Id; Becher's Bay,,3/29/1941,3,29,1941
7764,SRI,NA,F,SS,172,74,21,16,,TRUE,"von Bloeker, J C","von Bloeker, J C",Santa Rosa Id; Becher's Bay,,3/29/1941,3,29,1941
7765,SRI,NA,M,SS,170,72,21,16,,,"von Bloeker, J C","von Bloeker, J C",Santa Rosa Id; Becher's Bay,,3/30/1941,3,30,1941
7766,SRI,NA,F,SS,166,69,20,16,,,"von Bloeker, J C","von Bloeker, J C",Santa Rosa Id; Becher's Bay,,3/30/1941,3,30,1941
7767,SRI,NA,F,SS,145,60,19,14,TRUE,,"von Bloeker, J C","von Bloeker, J C",Santa Rosa Id; Becher's Bay,,3/30/1941,3,30,1941
7770,SRI,NA,M,SS,143,60,19,15,TRUE,,"von Bloeker, O B","von Bloeker, O B",Santa Rosa Id; Elderberry Canyon,,4/1/1941,4,1,1941
7771,SRI,NA,F,SS,141,59,19,14,TRUE,,"von Bloeker, O B","von Bloeker, J C",Santa Rosa Id; Elderberry Canyon,,4/1/1941,4,1,1941
7772,SRI,NA,F,SS,142,60,19,14,TRUE,,"von Bloeker, O B","von Bloeker, J C",Santa Rosa Id; Elderberry Canyon,,4/1/1941,4,1,1941
7773,SRI,manic,M,SS,165,68,20,16,,,"von Bloeker, O B","von Bloeker, J C",Santa Rosa Id; Elderberry Canyon,,4/2/1941,4,2,1941
7774,SRI,manic,F,SS,163,67,20,15,,,"von Bloeker, O B","von Bloeker, J C",Santa Rosa Id; Elderberry Canyon,,4/2/1941,4,2,1941
7775,SRI,manic,F,SS,130,54,19,14,TRUE,,"von Bloeker, O B","von Bloeker, J C",Santa Rosa Id; Elderberry Canyon,,4/2/1941,4,2,1941
7776,SRI,manic,M,SS,167,71,21,16,,,"von Bloeker, J C","von Bloeker, J C",Santa Rosa Id; Skunk Point,,4/3/1941,4,3,1941
7777,SRI,NA,M,SO,169,72,21,16,,,"von Bloeker, J C","von Bloeker, J C",Santa Rosa Id; Skunk Point,,4/3/1941,4,3,1941
7778,SRI,NA,F,SO,171,73,21,16,,,"von Bloeker, J C","von Bloeker, J C",Santa Rosa Id; Skunk Point,,4/3/1941,4,3,1941
7779,SRI,manic,M,SS,164,69,21,16,,,"von Bloeker, J C","von Bloeker, J C",Santa Rosa Id; Cherry Canyon,,4/6/1941,4,6,1941
7780,SRI,manic,F,SS,167,71,21,16,,,"von Bloeker, J C","von Bloeker, J C",Santa Rosa Id; Cherry Canyon,,4/6/1941,4,6,1941
7781,SRI,manic,M,SS,164,68,20,15,,,"von Bloeker, J C","von Bloeker, J C",Santa Rosa Id; Black Mountain,,4/6/1941,4,6,1941
7782,SRI,manic,F,SS,163,66,20,15,,,"von Bloeker, J C","von Bloeker, J C",Santa Rosa Id; Black Mountain,,4/6/1941,4,6,1941
7783,SRI,NA,F,SS,166,69,21,16,,,"von Bloeker, J C","von Bloeker, J C",Santa Rosa Id; Black Mountain,,4/6/1941,4,6,1941
7784,SCZ,manic,M,SS,186,89,21,16,,,"Martin, L M","Martin, L M",Santa Cruz Id; Pelican Bay,,3/24/1941,3,24,1941
7785,SCZ,NA,M,SO,188,91,21,16,,,"von Bloeker, J C","von Bloeker, J C",Santa Cruz Id; Pelican Bay,,3/26/1941,3,26,1941
7786,SCZ,manic,F,SS,189,93,21,16,,,"von Bloeker, J C","von Bloeker, J C",Santa Cruz Id; Pelican Bay,,3/26/1941,3,26,1941
7787,SCZ,manic,M,SS,169,79,20,15,TRUE,,"von Bloeker, J C","von Bloeker, J C",Santa Cruz Id; Pelican Bay,,3/26/1941,3,26,1941
7788,CAT,manic,M,SO,189,92,22,16,,,"von Bloeker, J C","von Bloeker, J C",Santa Catalina Id; Johnson's Landing,,2/25/1941,2,25,1941
7789,CAT,manic,M,SS,176,80,21,16,TRUE,,"von Bloeker, J C","von Bloeker, J C",Santa Catalina Id; Middle Ranch,,3/9/1941,3,9,1941
7790,CAT,manic,F,SS,152,70,20,16,TRUE,,"von Bloeker, J C","von Bloeker, J C",Santa Catalina Id; Middle Ranch,,3/9/1941,3,9,1941
7791,SCL,manic,F,SS,163,75,20,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch,,2/15/1941,2,15,1941
7792,SCL,NA,M,SS,172,77,20,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch,,2/16/1941,2,16,1941
7793,SCL,NA,M,SS,170,74,20,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch,,2/16/1941,2,16,1941
7794,SCL,manic,F,SS,169,73,20,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch,,2/16/1941,2,16,1941
7795,SCL,NA,M,SS,176,78,21,17,,,"Henne, C","Henne, C","San Clemente Id; Middle Ranch Canyon, mouth",,2/17/1941,2,17,1941
7796,SCL,NA,M,SS,173,75,21,17,,,"Kanakoff, G P","Kanakoff, G P","San Clemente Id; Middle Ranch Canyon, mouth",,2/17/1941,2,17,1941
7797,SCL,NA,M,SS,179,81,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch Canyon,,2/17/1941,2,17,1941
7798,SCL,NA,M,SS,172,76,21,14,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch Canyon,,2/18/1941,2,18,1941
7799,SCL,NA,M,SS,171,75,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch Canyon,,2/18/1941,2,18,1941
7800,SCL,NA,M,SS,178,82,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch Canyon,,2/19/1941,2,19,1941
7801,SCL,NA,F,SS,174,78,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch Canyon,,2/19/1941,2,19,1941
7802,SCL,NA,M,SS,175,78,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch Canyon,,2/20/1941,2,20,1941
7803,SCL,NA,F,SS,173,76,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch Canyon,,2/20/1941,2,20,1941
7804,SCL,NA,F,SS,175,79,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch Canyon,,2/21/1941,2,21,1941
7805,SCL,NA,M,SS,176,78,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch Canyon,,2/22/1941,2,22,1941
7830,AI-M,NA,F,SS,186,90,22.5,19,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; Mid Anacapa Id,,8/21/1940,8,21,1940
8481,AI-E,NA,F,SS,172,76,22,17,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; E Anacapa Id,,8/23/1940,8,23,1940
8482,AI-E,NA,F,SS,176,81,22,17,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; E Anacapa Id,,8/23/1940,8,23,1940
8483,AI-E,NA,F,SS,166,75,21,17,TRUE,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; E Anacapa Id,,8/23/1940,8,23,1940
8484,AI-E,NA,F,SS,173,78,21,16,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; E Anacapa Id,,8/23/1940,8,23,1940
8489,AI-E,NA,M,SS,170,75,21,16,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; E Anacapa Id,,8/23/1940,8,23,1940
8490,AI-E,NA,M,SS,170,82,22,16,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; E Anacapa Id,,8/23/1940,8,23,1940
8491,AI-E,NA,M,SS,180,83,22,17,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; E Anacapa Id,,8/23/1940,8,23,1940
8492,AI-M,NA,M,SS,175,81,21,16,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; Mid Anacapa Id,,8/22/1940,8,22,1940
8493,AI-M,NA,F,SS,150,74,20,15,TRUE,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; Mid Anacapa Id,,8/22/1940,8,22,1940
8494,AI-M,NA,F,SS,163,77,21,15,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; Mid Anacapa Id,,8/21/1940,8,21,1940
8495,AI-M,NA,,SS,162,74,20,15,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; Mid Anacapa Id,,8/21/1940,8,21,1940
8496,AI-M,NA,,SS,161,73,20,15,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; Mid Anacapa Id,,8/21/1940,8,21,1940
8498,AI-E,NA,M,SS,157,76,20,15,,,"von Bloeker, J C","von Bloeker, J C",Anacapa Id; E Anacapa Id; Fish Camp,,8/19/1940,8,19,1940
8499,SCL,NA,F,SS,175,77,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch Canyon,,2/17/1941,2,17,1941
8500,SCL,NA,M,SS,177,79,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch Canyon,,2/17/1941,2,17,1941
8501,SCL,NA,M,SS,178,80,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch Canyon,,2/18/1941,2,18,1941
8502,SCL,NA,M,SS,174,78,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch Canyon,,2/18/1941,2,18,1941
8503,SCL,NA,M,SS,173,76,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch Canyon,,2/18/1941,2,18,1941
8504,SCL,NA,F,SS,170,75,20,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch Canyon,,2/18/1941,2,18,1941
8505,SCL,NA,F,SS,170,74,20,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch Canyon,,2/18/1941,2,18,1941
8506,SCL,NA,F,SS,171,74,20,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch Canyon,,2/18/1941,2,18,1941
8507,SCL,NA,F,SS,176,79,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch Canyon,,2/18/1941,2,18,1941
8508,SCL,NA,M,SS,142,77,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch Canyon,,2/19/1941,2,19,1941
8509,SCL,NA,M,SS,174,79,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Middle Ranch Canyon,,2/19/1941,2,19,1941
